City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
454,Kavaratti,IN,10.5669,72.642,82.62,74,48,3.09,scattered clouds
455,Kalmunai,LK,7.4167,81.8167,78.98,89,10,10.67,clear sky
456,Cooma,AU,-36.2333,149.1333,49.77,100,73,0.0,broken clouds
457,Haukipudas,FI,65.1765,25.3523,30.25,89,44,2.86,scattered clouds
458,Asaba,NG,6.2006,6.7338,77.74,89,96,4.25,overcast clouds
459,Talnakh,RU,69.4865,88.3972,23.52,93,93,9.31,overcast clouds
460,Bowen,AU,-20.0167,148.2333,76.23,64,0,10.67,clear sky
461,Lamar,US,33.6668,-95.5836,77.99,73,100,12.66,overcast clouds
462,Shenzhen,CN,22.5455,114.0683,72.21,86,95,16.04,overcast clouds
463,Arman,RU,59.7,150.1667,23.22,66,100,5.28,overcast clouds
464,Dongfeng,CN,42.6403,125.5118,46.22,33,0,9.42,clear sky
465,Adrar,MR,20.5022,-10.0711,81.86,12,13,6.71,few clouds
466,Phek,IN,25.6667,94.5,53.35,76,91,2.26,overcast clouds
467,Arcachon,FR,44.5875,-1.0519,55.72,100,100,4.61,fog
468,Bhadra,IN,29.1167,75.1667,80.69,15,0,7.56,clear sky
469,Warrnambool,AU,-38.3833,142.4833,61.81,85,59,4.27,broken clouds
470,Sault Sainte Marie,CA,46.5168,-84.3333,30.49,59,100,19.57,overcast clouds
471,Antofagasta,CL,-23.65,-70.4,63.68,84,7,5.88,clear sky
472,Zalesovo,RU,53.9939,84.7431,33.08,91,46,3.8,scattered clouds
473,Tombouctou,ML,20.0,-3.0,76.91,10,0,13.18,clear sky
474,Novyy Urengoy,RU,66.0833,76.6333,24.58,96,100,4.07,light snow
475,Constitucion,CL,-35.3333,-72.4167,52.43,89,1,8.52,clear sky
476,Aksarka,RU,66.5606,67.7975,11.59,94,100,5.93,overcast clouds
477,Santa Rosa,PH,14.3122,121.1114,81.01,79,73,5.14,broken clouds
478,Acheng,CN,45.5454,126.977,46.51,41,4,10.49,clear sky
479,Dzilam Gonzalez,MX,21.2833,-88.9333,84.33,62,30,11.81,scattered clouds
480,Kousseri,CM,12.0769,15.0306,90.3,34,62,10.67,broken clouds
481,Bilma,NE,18.6853,12.9164,86.81,7,68,7.2,broken clouds
482,Korla,CN,41.7597,86.1469,45.0,15,0,2.01,clear sky
483,Kovdor,RU,67.5662,30.4758,24.98,96,45,3.33,scattered clouds
484,Kabalo,CD,-6.05,26.9167,68.59,99,99,3.29,overcast clouds
485,Staryy Krym,UA,45.0333,35.1,43.45,92,60,6.62,broken clouds
486,Atbasar,KZ,51.8,68.3333,53.44,49,93,9.08,overcast clouds
487,Nixa,US,37.0434,-93.2944,61.7,75,100,4.0,overcast clouds
488,San Carlos De Bariloche,AR,-41.1456,-71.3082,58.75,47,0,19.57,clear sky
489,Alim,PH,9.5649,122.4876,80.29,75,29,2.64,scattered clouds
490,Loa Janan,ID,-0.583,117.095,75.02,98,95,1.01,moderate rain
491,Zaragoza,ES,41.6561,-0.8773,63.86,61,0,10.36,clear sky
492,Margherita,IN,27.2833,95.6833,63.5,97,98,2.51,light rain
493,Salta,AR,-24.7859,-65.4117,61.39,77,75,5.75,broken clouds
494,Natchez,US,31.5604,-91.4032,71.82,83,100,10.36,overcast clouds
495,Asosa,ET,10.0667,34.5333,64.26,72,100,3.44,overcast clouds
496,Knysna,ZA,-34.0363,23.0471,58.21,74,100,4.81,overcast clouds
497,Xapuri,BR,-10.6517,-68.5044,77.25,75,100,2.57,overcast clouds
498,Ndola,ZM,-12.9587,28.6366,62.56,97,100,4.54,overcast clouds
499,Andrelandia,BR,-21.7397,-44.3092,57.51,91,88,6.51,overcast clouds
500,Bandarbeyla,SO,9.4942,50.8122,82.53,76,71,5.59,broken clouds
501,Klaksvik,FO,62.2266,-6.589,49.12,98,100,13.69,overcast clouds
502,Hastings,GB,50.8552,0.5729,54.52,81,15,9.82,few clouds
503,Cuamba,MZ,-14.8031,36.5372,71.78,83,79,2.84,broken clouds
504,Palmer,US,42.1584,-72.3287,65.8,16,20,9.22,few clouds
505,Eureka,US,40.8021,-124.1637,52.2,60,100,3.0,overcast clouds
506,Motihari,IN,26.65,84.9167,79.57,13,4,4.88,clear sky
507,Qaqortoq,GL,60.7167,-46.0333,25.0,76,28,4.59,scattered clouds
508,Hakone,JP,35.1833,139.0333,39.24,91,100,6.29,light rain
509,Vitim,RU,59.4511,112.5578,15.96,93,88,1.16,overcast clouds
510,Ercis,TR,39.0287,43.3586,38.28,52,89,5.17,overcast clouds
511,Ust-Tsilma,RU,65.441,52.1498,23.18,94,100,7.09,overcast clouds
512,Tucupita,VE,9.0622,-62.051,74.73,90,72,5.1,broken clouds
513,Kapuskasing,CA,49.4169,-82.4331,37.49,51,100,19.57,overcast clouds
514,Laredo,US,27.5064,-99.5075,89.89,55,40,12.66,scattered clouds
515,Coldwater,US,41.9403,-85.0005,50.07,81,100,14.97,light rain
516,Rongcheng,CN,30.634,117.8517,52.16,71,100,5.55,overcast clouds
517,Hambantota,LK,6.1241,81.1185,80.49,82,17,7.58,few clouds
518,Petrivka,UA,46.9695,30.9591,48.76,73,26,10.22,scattered clouds
519,Bambanglipuro,ID,-7.95,110.2833,75.92,90,100,3.31,overcast clouds
520,Markala,ML,13.7021,-6.0659,89.37,31,69,10.8,broken clouds
521,Roseto Degli Abruzzi,IT,42.6664,14.0227,54.09,94,8,4.07,clear sky
522,Abhayapuri,IN,26.3333,90.6667,76.53,78,91,0.94,overcast clouds
523,Whitianga,NZ,-36.8333,175.7,67.51,67,100,4.09,overcast clouds
524,Sinaloa,MX,25.0,-107.5,91.11,26,87,10.0,overcast clouds
525,Amahai,ID,-3.3333,128.9167,80.83,72,97,4.14,overcast clouds
526,Palana,RU,59.1167,159.9667,23.38,87,98,13.58,light snow
527,Kollam,IN,8.8833,76.6,81.19,81,90,2.57,overcast clouds
528,Altamira,BR,-3.2033,-52.2064,73.83,97,66,3.31,broken clouds
529,Damara,CF,4.9608,18.7035,72.81,79,29,4.5,scattered clouds
530,Hualmay,PE,-11.0964,-77.6139,68.13,81,28,13.13,scattered clouds
531,Linguere,SN,15.3953,-15.1193,89.82,45,0,6.91,clear sky
532,Atyrau,KZ,47.1167,51.8833,46.42,93,15,6.71,mist
533,Roald,NO,62.5833,6.1333,47.75,100,86,6.91,overcast clouds
534,Longjiang,CN,47.3303,123.1836,46.87,34,27,15.46,scattered clouds
535,Kotar,IN,24.7167,80.9833,84.2,16,13,3.67,few clouds
536,Ilhabela,BR,-23.7781,-45.3581,67.68,70,21,7.29,few clouds
537,Kahului,US,20.8947,-156.47,82.42,67,40,28.77,scattered clouds
538,Birao,CF,10.2849,22.7882,82.13,13,66,6.15,broken clouds
539,Kandi,BJ,11.1342,2.9386,80.49,61,100,9.69,overcast clouds
540,Daru,PG,-9.0763,143.2092,75.4,96,100,8.05,very heavy rain
541,Khasan,RU,42.4308,130.6434,46.45,47,1,4.29,clear sky
542,Dunedin,NZ,-45.8742,170.5036,53.8,77,84,15.99,broken clouds
543,Muravlenko,RU,63.7898,74.523,32.7,99,100,6.64,light snow
544,Maragogi,BR,-9.0122,-35.2225,79.97,81,22,10.6,few clouds
545,Vostochnyy,RU,55.8167,37.8667,43.07,97,100,2.62,light rain
546,Talaya,RU,61.3833,152.75,4.48,90,100,2.71,overcast clouds
547,Wlodawa,PL,51.55,23.55,46.94,93,93,9.86,overcast clouds
548,Pathein,MM,16.7833,94.7333,79.0,84,3,6.26,clear sky
549,Palu,ID,-0.8917,119.8707,78.44,87,100,3.15,overcast clouds
550,Huarmey,PE,-10.0681,-78.1522,69.08,79,20,12.19,few clouds
551,Sokolo,ML,14.7328,-6.1219,90.7,23,97,5.99,overcast clouds
552,Kudinovo,RU,54.9994,36.2533,41.22,97,100,6.4,light rain
553,Syracuse,IT,37.0881,15.2792,60.17,78,99,19.98,overcast clouds
554,Gorbatov,RU,56.1331,43.0583,29.21,75,93,5.5,overcast clouds
555,Hurricane,US,37.1753,-113.2899,77.34,19,92,9.51,overcast clouds
556,Imbituba,BR,-28.24,-48.6703,65.82,80,17,11.14,few clouds
557,Muskogee,US,35.5834,-95.3336,77.07,60,100,12.66,overcast clouds
558,Kenai,US,60.5544,-151.2583,45.03,50,100,3.44,overcast clouds
559,Misratah,LY,32.3754,15.0925,63.7,80,0,8.97,clear sky
560,Agadez,NE,19.75,10.25,84.33,9,15,11.5,few clouds
561,Shar,KZ,49.5886,81.0453,40.66,47,0,7.58,clear sky
562,Chegdomyn,RU,51.1167,133.0167,35.49,85,100,3.94,overcast clouds
563,Along,IN,28.1667,94.7667,64.0,97,91,1.66,light rain
564,Niono,ML,14.2526,-5.993,85.89,31,90,8.7,overcast clouds
565,Dong Hoi,VN,17.4833,106.6,76.03,96,74,4.14,broken clouds
566,Touros,BR,-5.1989,-35.4608,80.22,81,33,9.91,scattered clouds
567,Yokadouma,CM,3.5167,15.05,69.71,95,35,1.3,scattered clouds
568,Igrim,RU,63.1906,64.4162,27.75,95,100,12.39,light snow
569,Faya,SA,18.3851,42.4509,66.31,40,88,4.85,overcast clouds
570,Shiyan,CN,32.6475,110.7781,46.56,89,100,1.66,light rain
571,San Carlos,VE,9.6612,-68.5827,85.95,48,82,3.27,broken clouds
572,Francisco Sa,BR,-16.4758,-43.4883,73.54,63,41,5.41,scattered clouds
573,Te Anau,NZ,-45.4167,167.7167,53.98,56,49,8.12,scattered clouds
574,Leshukonskoye,RU,64.8989,45.7622,13.26,97,38,2.91,scattered clouds
575,Tottori,JP,35.5,134.2333,51.87,62,75,20.71,broken clouds
576,Oda,JP,35.1833,132.5,50.77,65,51,16.71,broken clouds
577,Urumqi,CN,43.801,87.6005,36.55,22,0,4.47,clear sky
578,Bayan,CN,46.0833,127.4,47.25,39,4,14.7,clear sky
579,Opuwo,NA,-18.0607,13.84,68.59,49,49,4.41,scattered clouds
580,Henties Bay,NA,-22.116,14.2845,59.16,85,0,9.42,clear sky
581,Peno,RU,56.9262,32.7426,32.29,90,99,10.29,overcast clouds
582,Whitehorse,CA,60.7161,-135.0538,44.1,19,40,3.44,scattered clouds
583,Pemangkat,ID,1.1667,108.9667,77.27,89,86,4.92,overcast clouds
584,Goderich,CA,43.7501,-81.7165,47.91,70,100,14.97,overcast clouds
585,Pisco,PE,-13.7,-76.2167,68.05,77,0,23.02,clear sky
586,Strezhevoy,RU,60.7333,77.5889,39.42,88,100,9.53,overcast clouds
587,Baghdad,IQ,33.3406,44.4009,62.51,27,0,4.61,clear sky
588,Didsbury,GB,53.417,-2.2315,56.03,81,74,3.56,broken clouds
589,Birjand,IR,32.8663,59.2211,68.47,30,75,18.41,broken clouds
590,Cabedelo,BR,-6.9811,-34.8339,83.07,81,7,10.27,clear sky
591,Mamakan,RU,57.8161,114.0028,22.46,90,93,1.52,overcast clouds
592,Kimbe,PG,-5.5502,150.1429,83.91,73,67,0.72,broken clouds
593,Noumea,NC,-22.2763,166.4572,78.01,99,56,10.18,broken clouds
594,Tra Vinh,VN,9.9347,106.3453,78.98,88,59,3.98,broken clouds
595,Orodara,BF,10.9492,-4.9342,84.58,42,83,5.75,broken clouds
596,Ternate,ID,0.8,127.4,81.45,79,100,4.83,overcast clouds
597,Glenwood Springs,US,39.5505,-107.3248,61.61,38,75,14.97,broken clouds
598,Udachnyy,RU,66.4167,112.4,-1.32,100,100,5.41,overcast clouds
599,Dali,CN,25.7,100.1833,52.48,84,2,4.34,clear sky
600,Lata,PT,40.1629,-8.3327,60.93,87,100,1.23,overcast clouds
601,Edeia,BR,-17.3383,-49.9314,75.99,63,87,4.65,overcast clouds
602,Tiznit,MA,29.5833,-9.5,71.58,35,1,3.36,clear sky
603,Ossora,RU,59.2353,163.0719,27.14,71,49,4.34,scattered clouds
604,Fort Morgan,US,40.2503,-103.8,54.25,24,0,16.11,clear sky
605,Great Yarmouth,GB,52.6083,1.7305,46.42,92,44,9.53,scattered clouds
606,Donskoye,RU,45.4552,41.9741,44.37,89,92,5.06,overcast clouds
607,Chitral,PK,35.8462,71.7858,56.52,43,0,6.22,clear sky
608,Wum,CM,6.3833,10.0667,69.64,84,87,1.7,light rain
609,Sarmizegetusa,RO,45.5167,22.7833,50.2,70,99,5.06,overcast clouds
610,Nanchong,CN,30.7951,106.0847,48.43,92,100,10.31,overcast clouds
611,Kloulklubed,PW,7.0419,134.2556,82.33,77,72,6.82,broken clouds
612,Tintigny,BE,49.6833,5.5135,50.11,81,92,8.61,overcast clouds
613,Juegang,CN,32.3174,121.1855,53.91,64,94,8.41,overcast clouds
614,Loandjili,CG,-4.7561,11.8578,76.87,89,100,2.62,overcast clouds
615,Owando,CG,-0.4819,15.8999,70.39,96,56,1.7,broken clouds
616,Samarai,PG,-10.6167,150.6667,83.44,71,98,8.1,overcast clouds
617,Tres Lagoas,BR,-20.7511,-51.6783,67.86,70,0,7.61,clear sky
618,Tilichiki,RU,60.4667,166.1,24.6,83,85,6.06,overcast clouds
619,Turukhansk,RU,65.8167,87.9833,32.59,100,100,4.72,light snow
620,Rehoboth,NA,-23.3167,17.0833,61.25,52,23,2.53,few clouds
621,Xiongzhou,CN,25.1167,114.3,58.01,89,100,5.01,overcast clouds
622,Inirida,CO,3.8653,-67.9239,76.12,93,86,0.94,overcast clouds
623,Kampong Thum,KH,12.7111,104.8887,77.97,84,72,5.26,broken clouds
624,Santa Cruz,BO,-17.8,-63.1667,77.05,44,40,3.44,scattered clouds
625,Gat,IL,31.61,34.7642,65.39,65,91,1.74,overcast clouds
626,Nizwa,OM,22.9333,57.5333,80.85,24,75,0.6,broken clouds
627,Terrace,CA,54.5163,-128.6035,49.91,20,75,0.0,broken clouds
628,Krutikha,RU,53.9599,81.2093,43.95,64,5,5.39,clear sky
629,Le Vauclin,MQ,14.5452,-60.8388,80.65,74,75,14.97,broken clouds
630,Alyangula,AU,-13.8483,136.4192,76.87,100,40,3.44,scattered clouds
631,Tucurui,BR,-3.7661,-49.6725,75.27,95,87,3.94,overcast clouds
632,Nanakuli,US,21.3906,-158.1547,81.77,50,75,12.66,broken clouds
633,Melendugno,IT,40.2747,18.3368,53.69,94,40,2.3,scattered clouds
634,Wuwei,CN,37.9281,102.6414,43.97,66,65,4.61,broken clouds
635,Katima Mulilo,NA,-17.5,24.2667,68.07,76,44,2.26,scattered clouds
636,Borogontsy,RU,62.6683,131.1683,20.44,87,79,2.3,broken clouds
637,America Dourada,BR,-11.4553,-41.4361,78.17,64,97,4.65,overcast clouds
638,Antsohihy,MG,-14.8796,47.9875,78.1,71,2,9.51,clear sky
639,Vestmannaeyjar,IS,63.4427,-20.2734,47.44,84,85,34.38,overcast clouds
640,Talcahuano,CL,-36.7167,-73.1167,56.88,72,100,3.44,overcast clouds
641,Mengen,DE,48.0495,9.3301,52.3,95,34,7.67,scattered clouds
642,Dongsheng,CN,39.8161,109.9776,39.4,60,43,4.81,scattered clouds
643,Shizunai,JP,42.3339,142.3669,40.6,76,100,1.52,overcast clouds
644,Obo,CF,5.3998,26.4869,70.11,88,100,3.87,overcast clouds
645,Ponta Delgada,PT,37.7333,-25.6667,63.32,88,75,9.22,broken clouds
646,San Pedro,PH,14.35,121.0167,80.26,81,20,5.75,few clouds
647,Bontang,ID,0.1333,117.5,78.19,89,100,3.85,overcast clouds
648,Rehlingen-Siersburg,DE,49.3667,6.6833,52.36,72,84,7.9,broken clouds
649,Odweyne,SO,9.4092,45.064,77.38,51,89,11.45,overcast clouds
650,Teguise,ES,29.0605,-13.564,66.42,56,0,23.02,clear sky
651,Suntar,RU,62.1444,117.6319,19.22,87,100,5.75,overcast clouds
652,Lefka,CY,35.1106,32.8506,58.06,45,9,0.94,clear sky
653,Wolfsberg,AT,46.8406,14.8442,51.82,90,19,3.47,few clouds
654,Bad Liebenwerda,DE,51.5167,13.4,45.28,83,91,10.89,overcast clouds
655,Horadiz,AZ,39.4488,47.3353,47.34,56,4,5.06,clear sky
656,Changji,CN,44.0167,87.3167,39.99,22,0,4.47,clear sky
657,Sarmanovo,RU,55.2553,52.5891,32.68,89,100,15.17,overcast clouds
658,Hamilton,US,39.1834,-84.5333,68.63,51,100,10.2,overcast clouds
659,Barcelos,PT,41.5388,-8.6151,61.92,88,47,2.62,scattered clouds
660,Toktogul,KG,41.8708,72.9402,58.75,58,3,3.0,clear sky
661,Manzhouli,CN,49.6,117.4333,36.05,64,88,5.99,overcast clouds
662,Morondava,MG,-20.2833,44.2833,79.74,73,1,7.7,clear sky
663,Camacha,PT,33.0833,-16.3333,58.42,88,40,11.5,scattered clouds
664,Kargasok,RU,59.0556,80.8572,39.29,84,95,9.24,overcast clouds
665,Mnogovershinnyy,RU,53.9353,139.9242,30.96,84,100,3.2,overcast clouds
666,Brae,GB,60.3964,-1.353,45.43,89,67,20.31,broken clouds
667,Meadow Lake,US,34.8014,-106.5436,78.85,3,25,21.68,scattered clouds
668,Doha,QA,25.2867,51.5333,85.98,27,0,6.91,clear sky
669,Zelenoborskiy,RU,66.845,32.3622,12.38,97,28,3.83,scattered clouds
670,Filadelfia,US,39.9523,-75.1638,67.86,26,0,11.99,clear sky
671,Umm Kaddadah,SD,13.6017,26.6876,78.94,9,96,12.91,overcast clouds
672,Gizo,SB,-8.103,156.8419,83.16,74,100,6.93,overcast clouds
673,Liverpool,GB,53.4106,-2.9779,53.62,86,0,2.3,clear sky
674,Kapit,MY,2.0167,112.9333,73.35,100,95,0.78,overcast clouds
675,Cape Girardeau,US,37.3834,-89.7168,54.81,78,100,8.97,overcast clouds
676,Povenets,RU,62.8487,34.8262,23.86,94,32,6.98,scattered clouds
677,Sigli,ID,5.3848,95.9609,78.96,83,100,4.05,overcast clouds
678,Colesberg,ZA,-30.72,25.0972,47.97,80,98,22.91,overcast clouds
679,Kochevo,RU,59.5994,54.3125,26.56,93,99,9.04,overcast clouds
680,Toguchin,RU,55.2353,84.3858,41.25,63,60,4.85,broken clouds
681,Kralendijk,BQ,12.15,-68.2667,78.66,87,6,23.47,clear sky
